sim_index,A,B,C,D
0,24.483570765056164,17.37548635897367,17.589569977493365,17.328380740352394
1,20.82923312638332,16.947480101318245,21.318393120216008,14.683565149235267
2,19.65262807032524,20.443716015888533,13.146087446013137,10.370807960473865
3,23.20981135783017,9.389111171769052,8.10585529003436,10.039494195995498
4,16.93584439832788,19.41885228156938,11.370210420026494,7.060485151222654
5,29.328243844607773,16.977147961021394,15.266021830836472,7.010501775864416
6,19.278086377374088,18.501699094903888,10.39745886471459,13.31843993958128
7,18.996806550405974,16.690189824865175,12.596120889599778,18.486266996921152
8,21.93251387631033,13.240366560756241,18.293716025562784,7.72759750585053
9,23.044317975023777,9.180511729970899,9.69304381479267,12.695812428791339
10,25.692332899977053,18.767700824718528,14.53440414214338,10.944386540759053
11,14.607390048162863,14.767622296952071,13.164703251803182,15.705792020977366
12,23.71809144784231,10.064715457808207,16.301025140402306,10.65463090674635
13,18.615389998470206,20.755709806169513,19.124208490646488,15.257343825817983
14,17.803912383886807,16.612472599177657,16.328843703246566,15.416207263051616
15,19.60412881077355,17.166777592265746,10.576857706230788,7.817189195571112
16,26.062629111970992,24.099274207173266,14.704798125583507,15.507736852018159
17,23.80818012523817,15.09527021764358,16.446519148620503,17.382953139738945
18,21.820869804450243,25.041060309308225,4.515976252537392,14.879068499971012
19,22.435235341190857,16.654060270288728,15.36774335172188,5.043778339502052
20,20.90164056081244,19.608033767168546,20.911117370704837,10.182487300712516
21,17.95753198553406,15.745878275007398,18.66593152609055,13.151496654478683
22,19.351198981164806,20.312181477675765,15.388362596515668,15.390076224067787
23,18.489734530613237,16.528806746188206,13.434967641512975,6.880838037611531
24,23.48060138532288,19.17336224660856,15.018614236913384,11.177705058027742
25,14.923146289747928,16.113721006311415,13.635203165325006,9.196837547206165
26,21.193571441669953,19.818982689497588,22.543935951949777,12.606319843978092
27,23.28775195361382,17.663788224395297,7.32431637896274,11.91103579836989
28,22.301151049705133,29.084301634253627,14.222220748212122,13.050270017381411
29,21.826441151473784,12.741114125889972,19.575263342839786,14.631896112469821
30,25.955159735215236,13.904056636997428,20.611567116477516,7.090688994338972
